query_id,subject_id,perc_identity,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
tr|A0A8V0ZZS0|A0A8V0ZZS0_CHICK,sp|Q99733|NP1L4_HUMAN,87.679,349,38,3,1,347,1,346,0,572
tr|A0A8V0ZZS1|A0A8V0ZZS1_CHICK,sp|Q9Y4D8|HECD4_HUMAN,91.745,4046,272,7,283,4316,1,3996,0,7514
tr|A0A8V0ZZS4|A0A8V0ZZS4_CHICK,sp|Q14247|SRC8_HUMAN,84.307,548,81,2,46,592,1,544,0,949
tr|A0A8V0ZZS5|A0A8V0ZZS5_CHICK,sp|P01715|LV301_HUMAN,58.586,99,38,3,70,166,16,113,6.8e-29,103
tr|A0A8V0ZZS6|A0A8V0ZZS6_CHICK,sp|P07093|GDN_HUMAN,78.643,398,82,3,1,395,1,398,0,655
tr|A0A8V0ZZS7|A0A8V0ZZS7_CHICK,sp|Q14247|SRC8_HUMAN,78.777,556,74,4,1,518,1,550,0,880
tr|A0A8V0ZZS9|A0A8V0ZZS9_CHICK,sp|P28749|RBL1_HUMAN,78.808,1057,200,5,20,1061,21,1068,0,1741
tr|A0A8V0ZZT5|A0A8V0ZZT5_CHICK,sp|P01701|LV151_HUMAN,59.664,119,40,4,7,121,3,117,1.12e-35,119
tr|A0A8V0ZZT7|A0A8V0ZZT7_CHICK,sp|Q9C0H2|TTYH3_HUMAN,33.333,48,29,1,7,54,363,407,3.8,25.8
tr|A0A8V0ZZT9|A0A8V0ZZT9_CHICK,sp|O14497|ARI1A_HUMAN,69.811,53,16,0,1,53,2055,2107,2.51e-15,70.1
tr|A0A8V0ZZT9|A0A8V0ZZT9_CHICK,sp|O14497|ARI1A_HUMAN,59.574,47,16,1,69,112,2216,2262,0.003,35.8
tr|A0A8V0ZZU1|A0A8V0ZZU1_CHICK,sp|P61020|RAB5B_HUMAN,96.226,212,8,0,4,215,4,215,6.08e-155,427
tr|A0A8V0ZZU9|A0A8V0ZZU9_CHICK,sp|Q5VU97|CAHD1_HUMAN,95.481,1217,52,1,6,1222,61,1274,0,2400
tr|A0A8V0ZZV0|A0A8V0ZZV0_CHICK,sp|Q96PE7|MCEE_HUMAN,70.988,162,47,0,33,194,15,176,3.41e-81,238
tr|A0A8V0ZZV6|A0A8V0ZZV6_CHICK,sp|Q5VU97|CAHD1_HUMAN,90.398,1281,64,5,1,1229,1,1274,0,2348
tr|A0A8V0ZZV7|A0A8V0ZZV7_CHICK,sp|A6NKN8|PC4L1_HUMAN,60,20,8,0,90,109,45,64,0.15,29.3
tr|A0A8V0ZZV8|A0A8V0ZZV8_CHICK,sp|P43121|MUC18_HUMAN,36.816,603,323,16,22,578,8,598,1.2e-104,328
tr|A0A8V0ZZV9|A0A8V0ZZV9_CHICK,sp|Q9UPX8|SHAN2_HUMAN,94.702,151,8,0,22,172,609,759,3.1e-77,262
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,40.921,369,176,7,40,368,596,962,6.43e-66,228
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,39.614,414,204,12,15,394,453,854,7.28e-66,228
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,39.512,410,196,10,37,403,853,1253,8.47e-64,222
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,41.257,366,171,7,43,368,1119,1480,9.5e-64,222
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,41.176,374,174,9,39,368,223,594,1.17e-63,221
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,40.164,366,177,7,43,368,1377,1740,2.71e-62,218
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,39.37,381,181,8,34,368,87,463,4.12e-62,217
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,35.249,261,139,6,159,394,100,355,8.67e-33,131
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,49.624,133,59,3,25,151,1613,1743,2.77e-25,108
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,46.154,130,65,2,46,172,1883,2010,1.74e-21,97.4
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,36.8,125,63,1,120,244,1861,1969,3.45e-15,77.8
tr|A0A8V0ZZW0|A0A8V0ZZW0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,39.13,92,54,1,279,368,1895,1986,3.58e-10,62
tr|A0A8V0ZZW1|A0A8V0ZZW1_CHICK,sp|O43865|SAHH2_HUMAN,91.429,525,12,1,2,493,6,530,0,991
tr|A0A8V0ZZW2|A0A8V0ZZW2_CHICK,sp|Q96KM6|Z512B_HUMAN,57.167,586,155,12,148,688,327,861,0,605
tr|A0A8V0ZZW2|A0A8V0ZZW2_CHICK,sp|Q96KM6|Z512B_HUMAN,65.896,173,34,6,1,149,1,172,6.01e-64,228
tr|A0A8V0ZZW2|A0A8V0ZZW2_CHICK,sp|Q96KM6|Z512B_HUMAN,37.838,74,43,2,68,140,736,807,4.76e-07,53.1
tr|A0A8V0ZZW2|A0A8V0ZZW2_CHICK,sp|Q96KM6|Z512B_HUMAN,32,75,50,1,567,640,91,165,1.5e-06,51.2
tr|A0A8V0ZZW2|A0A8V0ZZW2_CHICK,sp|Q96KM6|Z512B_HUMAN,30.088,113,65,4,381,481,99,209,0.000472,43.1
tr|A0A8V0ZZW2|A0A8V0ZZW2_CHICK,sp|Q96KM6|Z512B_HUMAN,28.571,70,49,1,76,144,588,657,0.002,41.6
tr|A0A8V0ZZW3|A0A8V0ZZW3_CHICK,sp|Q9HCD6|TANC2_HUMAN,91.426,2041,97,6,1,2014,1,1990,0,3736
tr|A0A8V0ZZW6|A0A8V0ZZW6_CHICK,sp|Q9UPX8|SHAN2_HUMAN,81.539,1858,317,15,11,1851,1,1849,0,2885
tr|A0A8V0ZZW7|A0A8V0ZZW7_CHICK,sp|P32780|TF2H1_HUMAN,98.291,117,2,0,1,117,1,117,6.6e-79,241
tr|A0A8V0ZZW8|A0A8V0ZZW8_CHICK,sp|Q92896|GSLG1_HUMAN,94.206,1070,62,0,10,1079,110,1179,0,2093
tr|A0A8V0ZZX5|A0A8V0ZZX5_CHICK,sp|Q86YC3|LRC33_HUMAN,54.046,692,310,5,4,689,3,692,0,644
tr|A0A8V0ZZX6|A0A8V0ZZX6_CHICK,sp|O95678|K2C75_HUMAN,69.481,462,125,5,1,448,1,460,0,636
tr|A0A8V0ZZX8|A0A8V0ZZX8_CHICK,sp|Q9H0H5|RGAP1_HUMAN,73.892,632,129,3,1,596,1,632,0,962
tr|A0A8V0ZZY0|A0A8V0ZZY0_CHICK,sp|Q02790|FKBP4_HUMAN,78.302,424,85,2,1,417,1,424,0,702
tr|A0A8V0ZZY2|A0A8V0ZZY2_CHICK,sp|Q8WVN8|UB2Q2_HUMAN,87.156,327,38,3,7,332,52,375,0,551
tr|A0A8V0ZZY3|A0A8V0ZZY3_CHICK,sp|P0DTU4|TRBR2_HUMAN,37.458,299,163,6,7,284,9,304,5.1e-59,190
tr|A0A8V0ZZY6|A0A8V0ZZY6_CHICK,sp|O75419|CDC45_HUMAN,76.855,566,85,1,1,520,1,566,0,892
tr|A0A8V0ZZY9|A0A8V0ZZY9_CHICK,sp|Q9H0H5|RGAP1_HUMAN,78.481,632,133,3,52,680,1,632,0,1033
tr|A0A8V0ZZZ0|A0A8V0ZZZ0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,38.337,433,215,12,9,401,450,870,3.56e-64,223
tr|A0A8V0ZZZ0|A0A8V0ZZZ0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,37.143,420,209,9,30,401,847,1259,2.38e-61,215
tr|A0A8V0ZZZ0|A0A8V0ZZZ0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,40.374,374,169,9,38,359,223,594,6.93e-61,214
tr|A0A8V0ZZZ0|A0A8V0ZZZ0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,37.931,406,199,8,42,401,1119,1517,8.89e-61,213
tr|A0A8V0ZZZ0|A0A8V0ZZZ0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,39.024,369,175,6,39,359,596,962,4.41e-60,211
tr|A0A8V0ZZZ0|A0A8V0ZZZ0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,38.798,366,174,6,42,359,1377,1740,1.61e-59,209
tr|A0A8V0ZZZ0|A0A8V0ZZZ0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,39.314,379,176,9,33,359,87,463,6.05e-59,208
tr|A0A8V0ZZZ0|A0A8V0ZZZ0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,32.97,367,206,10,29,359,1624,1986,3.03e-39,150
tr|A0A8V0ZZZ0|A0A8V0ZZZ0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,34.657,277,143,6,158,401,100,371,3.75e-31,126
tr|A0A8V0ZZZ0|A0A8V0ZZZ0_CHICK,sp|Q9UGM3|DMBT1_HUMAN,46.154,130,65,2,45,171,1883,2010,6.61e-22,98.6
tr|A0A8V0ZZZ2|A0A8V0ZZZ2_CHICK,sp|Q7Z5U6|WDR53_HUMAN,62.291,358,130,4,18,371,1,357,4.14e-165,465
tr|A0A8V0ZZZ6|A0A8V0ZZZ6_CHICK,sp|Q96NW4|ANR27_HUMAN,81.69,71,13,0,1,71,1,71,1.72e-35,126
tr|A0A8V0ZZZ9|A0A8V0ZZZ9_CHICK,sp|Q9BYW1|GTR11_HUMAN,41.447,456,264,1,13,465,21,476,2.26e-114,346
tr|A0A8V1A001|A0A8V1A001_CHICK,sp|P51991|ROA3_HUMAN,97.838,185,4,0,24,208,26,210,3.77e-134,387
tr|A0A8V1A004|A0A8V1A004_CHICK,sp|Q7Z3B3|KANL1_HUMAN,68.375,1132,259,18,1,1060,1,1105,0,1373
tr|A0A8V1A007|A0A8V1A007_CHICK,sp|Q5T440|CAF17_HUMAN,56.014,291,119,5,1,286,70,356,1.99e-101,300
tr|A0A8V1A015|A0A8V1A015_CHICK,sp|Q9NQ90|ANO2_HUMAN,58.889,90,33,1,1,90,918,1003,9.37e-22,87.4
tr|A0A8V1A019|A0A8V1A019_CHICK,sp|Q7L5A8|FA2H_HUMAN,65.836,281,96,0,74,354,86,366,5.94e-136,391
tr|A0A8V1A022|A0A8V1A022_CHICK,sp|Q9P217|ZSWM5_HUMAN,89.886,969,98,0,1,969,217,1185,0,1809
tr|A0A8V1A028|A0A8V1A028_CHICK,sp|Q9P217|ZSWM5_HUMAN,89.683,1008,104,0,204,1211,178,1185,0,1873
tr|A0A8V1A028|A0A8V1A028_CHICK,sp|Q9P217|ZSWM5_HUMAN,44.304,158,46,3,1,158,1,116,1.14e-23,108
tr|A0A8V1A030|A0A8V1A030_CHICK,sp|Q99719|SEPT5_HUMAN,91.045,268,24,0,5,272,9,276,0,510
tr|A0A8V1A032|A0A8V1A032_CHICK,sp|Q8WXI3|ASB10_HUMAN,54.374,423,188,2,14,431,45,467,1.34e-132,389
tr|A0A8V1A037|A0A8V1A037_CHICK,sp|P49908|SEPP1_HUMAN,46.825,126,66,1,129,253,52,177,1.99e-34,129
tr|A0A8V1A039|A0A8V1A039_CHICK,sp|P47736|RPGP1_HUMAN,63.071,547,151,6,22,519,7,551,0,679
tr|A0A8V1A044|A0A8V1A044_CHICK,sp|Q9C0H9|SRCN1_HUMAN,75.248,1010,183,17,38,1015,116,1090,0,1295
tr|A0A8V1A045|A0A8V1A045_CHICK,sp|Q68D10|SPT2_HUMAN,52.933,682,263,25,1,651,1,655,2.17e-139,423
tr|A0A8V1A046|A0A8V1A046_CHICK,sp|Q99595|TI17A_HUMAN,94.521,146,8,0,1,146,1,146,2.62e-99,284
tr|A0A8V1A047|A0A8V1A047_CHICK,sp|Q6BDS2|URFB1_HUMAN,62.186,1473,489,17,2,1454,16,1440,0,1772
tr|A0A8V1A048|A0A8V1A048_CHICK,sp|P47736|RPGP1_HUMAN,62.842,549,153,6,25,524,5,551,0,679
tr|A0A8V1A049|A0A8V1A049_CHICK,sp|P98088|MUC5A_HUMAN,44.421,932,451,21,1,880,4714,5630,0,716
tr|A0A8V1A049|A0A8V1A049_CHICK,sp|P98088|MUC5A_HUMAN,26.289,388,238,15,196,555,894,1261,3.84e-20,96.7
tr|A0A8V1A049|A0A8V1A049_CHICK,sp|P98088|MUC5A_HUMAN,25.722,381,240,16,204,570,80,431,2.09e-17,87.8
tr|A0A8V1A049|A0A8V1A049_CHICK,sp|P98088|MUC5A_HUMAN,24.423,520,293,25,196,667,425,892,2.61e-14,77.4
tr|A0A8V1A049|A0A8V1A049_CHICK,sp|P98088|MUC5A_HUMAN,47.917,48,21,1,1,48,2203,2246,0.016,38.9
tr|A0A8V1A049|A0A8V1A049_CHICK,sp|P98088|MUC5A_HUMAN,47.917,48,21,1,1,48,3309,3352,0.016,38.9
tr|A0A8V1A049|A0A8V1A049_CHICK,sp|P98088|MUC5A_HUMAN,47.917,48,21,1,1,48,4040,4083,0.016,38.9
tr|A0A8V1A049|A0A8V1A049_CHICK,sp|P98088|MUC5A_HUMAN,45.833,48,22,1,1,48,3607,3650,0.14,35.8
tr|A0A8V1A049|A0A8V1A049_CHICK,sp|P98088|MUC5A_HUMAN,38.462,78,46,1,65,140,1275,1352,0.2,35.4
tr|A0A8V1A050|A0A8V1A050_CHICK,sp|O95273|CCDB1_HUMAN,50.485,309,136,3,5,300,19,323,1.49e-97,291
tr|A0A8V1A053|A0A8V1A053_CHICK,sp|Q9C0H9|SRCN1_HUMAN,75.248,1212,218,22,36,1201,8,1183,0,1579
tr|A0A8V1A054|A0A8V1A054_CHICK,sp|Q68D10|SPT2_HUMAN,52.206,680,242,18,1,613,1,664,1.16e-151,453
tr|A0A8V1A058|A0A8V1A058_CHICK,sp|O75452|RDH16_HUMAN,43.359,256,138,4,16,268,11,262,4.53e-67,213
tr|A0A8V1A060|A0A8V1A060_CHICK,sp|Q0P6D6|CCD15_HUMAN,48.996,249,118,3,252,496,690,933,4.3e-55,198
tr|A0A8V1A060|A0A8V1A060_CHICK,sp|Q0P6D6|CCD15_HUMAN,45.977,174,84,5,58,224,30,200,5.29e-30,124
tr|A0A8V1A063|A0A8V1A063_CHICK,sp|P0DTU4|TRBR2_HUMAN,32.441,299,176,8,5,283,12,304,5.27e-40,141
tr|A0A8V1A064|A0A8V1A064_CHICK,sp|Q6PGN9|PSRC1_HUMAN,33.333,372,148,13,4,293,5,358,1.49e-24,101
tr|A0A8V1A072|A0A8V1A072_CHICK,sp|Q9BPW9|DHRS9_HUMAN,61.589,302,115,1,12,313,14,314,3.92e-139,395
tr|A0A8V1A075|A0A8V1A075_CHICK,sp|O95678|K2C75_HUMAN,60,170,65,1,5,171,292,461,5.49e-64,206
tr|A0A8V1A076|A0A8V1A076_CHICK,sp|P27986|P85A_HUMAN,62.74,730,256,10,3,726,2,721,0,871
tr|A0A8V1A077|A0A8V1A077_CHICK,sp|Q5QJE6|TDIF2_HUMAN,56.271,295,124,4,477,768,434,726,9.62e-98,319
tr|A0A8V1A083|A0A8V1A083_CHICK,sp|Q9BXJ0|C1QT5_HUMAN,75.439,228,56,0,20,247,16,243,1.05e-113,325
tr|A0A8V1A084|A0A8V1A084_CHICK,sp|Q9C0H9|SRCN1_HUMAN,74.092,1239,219,22,1,1193,1,1183,0,1586
tr|A0A8V1A089|A0A8V1A089_CHICK,sp|O75431|MTX2_HUMAN,84.556,259,27,1,1,246,1,259,2.8e-165,457
tr|A0A8V1A093|A0A8V1A093_CHICK,sp|O43903|GAS2_HUMAN,95.833,72,3,0,1,72,242,313,3.28e-47,151
tr|A0A8V1A096|A0A8V1A096_CHICK,sp|P42773|CDN2C_HUMAN,78.07,114,25,0,69,182,44,157,2.66e-60,185
tr|A0A8V1A0A6|A0A8V1A0A6_CHICK,sp|P16452|EPB42_HUMAN,43.26,638,348,5,5,639,60,686,1.85e-176,517
tr|A0A8V1A0B3|A0A8V1A0B3_CHICK,sp|Q569K4|Z385B_HUMAN,86.649,382,48,2,10,388,90,471,0,626
tr|A0A8V1A0B3|A0A8V1A0B3_CHICK,sp|Q569K4|Z385B_HUMAN,30.114,176,94,7,72,234,28,187,2.15e-06,49.3
tr|A0A8V1A0B3|A0A8V1A0B3_CHICK,sp|Q569K4|Z385B_HUMAN,30.769,39,27,0,195,233,25,63,0.32,32.7
tr|A0A8V1A0B3|A0A8V1A0B3_CHICK,sp|Q569K4|Z385B_HUMAN,37.037,27,17,0,269,295,36,62,0.83,31.6
tr|A0A8V1A0B5|A0A8V1A0B5_CHICK,sp|P08708|RS17_HUMAN,86,100,11,1,63,159,34,133,1.14e-57,176
tr|A0A8V1A0B6|A0A8V1A0B6_CHICK,sp|Q8TF74|WIPF2_HUMAN,88.288,111,11,2,37,146,331,440,3.94e-38,140
tr|A0A8V1A0B8|A0A8V1A0B8_CHICK,sp|Q569K4|Z385B_HUMAN,81.953,471,79,3,16,480,1,471,0,721
tr|A0A8V1A0C3|A0A8V1A0C3_CHICK,sp|O60716|CTND1_HUMAN,86.155,939,119,6,1,930,1,937,0,1622
tr|A0A8V1A0C6|A0A8V1A0C6_CHICK,sp|Q7Z2W9|RM21_HUMAN,76.623,154,36,0,22,175,51,204,1.99e-79,234
tr|A0A8V1A0D3|A0A8V1A0D3_CHICK,sp|Q5T0F9|C2D1B_HUMAN,54.646,904,335,17,1,880,2,854,0,811
tr|A0A8V1A0D6|A0A8V1A0D6_CHICK,sp|Q99550|MPP9_HUMAN,56.992,1044,408,19,156,1171,1,1031,0,1059
tr|A0A8V1A0D9|A0A8V1A0D9_CHICK,sp|Q9Y3C5|RNF11_HUMAN,98.261,115,2,0,82,196,40,154,5.91e-83,242
tr|A0A8V1A0E4|A0A8V1A0E4_CHICK,sp|Q9BRN9|TM2D3_HUMAN,76.016,246,53,1,7,252,8,247,8.51e-135,379
tr|A0A8V1A0F3|A0A8V1A0F3_CHICK,sp|O95678|K2C75_HUMAN,67.114,447,116,7,7,424,17,461,0,586
tr|A0A8V1A0F8|A0A8V1A0F8_CHICK,sp|Q59EK9|RUN3A_HUMAN,86.098,410,56,1,29,437,37,446,0,726
tr|A0A8V1A0G0|A0A8V1A0G0_CHICK,sp|Q9UKA9|PTBP2_HUMAN,94.239,243,13,1,1,242,1,243,8.82e-156,443
tr|A0A8V1A0G1|A0A8V1A0G1_CHICK,sp|Q9BX26|SYCP2_HUMAN,37.273,110,64,2,728,833,1332,1440,2.88e-16,83.6
tr|A0A8V1A0G1|A0A8V1A0G1_CHICK,sp|Q9BX26|SYCP2_HUMAN,33.929,56,36,1,88,143,583,637,3.4,31.2
tr|A0A8V1A0G5|A0A8V1A0G5_CHICK,sp|Q9UKA9|PTBP2_HUMAN,96.828,536,12,1,70,605,1,531,0,1064
tr|A0A8V1A0G6|A0A8V1A0G6_CHICK,sp|Q765P7|MTSS2_HUMAN,83.245,752,106,5,1,737,1,747,0,1137
tr|A0A8V1A0G7|A0A8V1A0G7_CHICK,sp|Q9Y5Y6|ST14_HUMAN,62.596,778,284,5,42,816,82,855,0,1058
tr|A0A8V1A0G8|A0A8V1A0G8_CHICK,sp|O43399|TPD54_HUMAN,74.545,220,41,2,1,219,1,206,3.25e-101,291
tr|A0A8V1A0G9|A0A8V1A0G9_CHICK,sp|Q5R3I4|TTC38_HUMAN,69.264,462,142,0,2,463,5,466,0,702
tr|A0A8V1A0H4|A0A8V1A0H4_CHICK,sp|Q9UKT9|IKZF3_HUMAN,77.533,454,91,5,3,445,56,509,0,729
tr|A0A8V1A0H5|A0A8V1A0H5_CHICK,sp|Q6ZP82|CC141_HUMAN,51.852,1485,656,16,1,1468,1,1443,0,1332
tr|A0A8V1A0H9|A0A8V1A0H9_CHICK,sp|P09493|TPM1_HUMAN,85.305,279,41,0,1,279,1,279,7.97e-155,432
tr|A0A8V1A0I0|A0A8V1A0I0_CHICK,sp|Q9HCG1|ZN160_HUMAN,37.638,542,309,7,47,559,255,796,2.94e-107,340
tr|A0A8V1A0I0|A0A8V1A0I0_CHICK,sp|Q9HCG1|ZN160_HUMAN,38.086,512,280,7,43,549,335,814,1.76e-102,327
tr|A0A8V1A0I0|A0A8V1A0I0_CHICK,sp|Q9HCG1|ZN160_HUMAN,33.198,494,273,5,27,519,375,812,3.92e-83,276
tr|A0A8V1A0I0|A0A8V1A0I0_CHICK,sp|Q9HCG1|ZN160_HUMAN,32.836,402,213,5,41,441,473,818,1.83e-59,211
tr|A0A8V1A0I0|A0A8V1A0I0_CHICK,sp|Q9HCG1|ZN160_HUMAN,37.288,177,111,0,383,559,200,376,3.99e-27,116
tr|A0A8V1A0I8|A0A8V1A0I8_CHICK,sp|P29762|RABP1_HUMAN,95.868,121,5,0,108,228,1,121,1.56e-84,247
tr|A0A8V1A0J1|A0A8V1A0J1_CHICK,sp|Q86XD5|F131B_HUMAN,96.667,30,1,0,29,58,1,30,4.36e-14,64.3
tr|A0A8V1A0J2|A0A8V1A0J2_CHICK,sp|P37059|DHB2_HUMAN,26.957,230,113,7,20,243,83,263,9.57e-10,58.5
tr|A0A8V1A0J5|A0A8V1A0J5_CHICK,sp|Q8NEY1|NAV1_HUMAN,85.819,1636,200,7,186,1796,249,1877,0,2640
tr|A0A8V1A0K0|A0A8V1A0K0_CHICK,sp|Q92925|SMRD2_HUMAN,87.076,472,48,2,13,471,60,531,0,850
tr|A0A8V1A0K3|A0A8V1A0K3_CHICK,sp|O94887|FARP2_HUMAN,72.281,1039,268,7,1,1027,1,1031,0,1493
tr|A0A8V1A0L2|A0A8V1A0L2_CHICK,sp|Q16633|OBF1_HUMAN,62.791,258,90,4,1,254,1,256,6.04e-105,306
tr|A0A8V1A0L3|A0A8V1A0L3_CHICK,sp|Q9Y2H0|DLGP4_HUMAN,81.56,282,50,2,18,297,711,992,3.06e-148,440
tr|A0A8V1A0L4|A0A8V1A0L4_CHICK,sp|Q5TAX3|TUT4_HUMAN,64.72,1678,454,33,1,1596,1,1622,0,2083
tr|A0A8V1A0L5|A0A8V1A0L5_CHICK,sp|Q8NCP5|ZBT44_HUMAN,90.608,543,48,1,12,554,1,540,0,1011
tr|A0A8V1A0L7|A0A8V1A0L7_CHICK,sp|P54922|ADPRH_HUMAN,45.115,348,155,3,124,437,2,347,1.65e-94,288
tr|A0A8V1A0L8|A0A8V1A0L8_CHICK,sp|Q5SRH9|TT39A_HUMAN,71.927,602,132,2,1,565,1,602,0,880
tr|A0A8V1A0M4|A0A8V1A0M4_CHICK,sp|A0A1B0GUS4|UB2L5_HUMAN,45.946,111,60,0,8,118,42,152,8.96e-34,114
tr|A0A8V1A0M6|A0A8V1A0M6_CHICK,sp|Q6DHV7|ADAL_HUMAN,73.887,337,88,0,16,352,17,353,0,529
tr|A0A8V1A0N1|A0A8V1A0N1_CHICK,sp|Q5SRH9|TT39A_HUMAN,72.913,587,122,2,15,564,16,602,0,870
tr|A0A8V1A0N2|A0A8V1A0N2_CHICK,sp|A8MU46|SMTL1_HUMAN,68.519,162,46,2,295,452,334,494,2.27e-79,254
tr|A0A8V1A0N9|A0A8V1A0N9_CHICK,sp|P56945|BCAR1_HUMAN,63.362,928,258,20,1,905,1,869,0,1030
tr|A0A8V1A0P0|A0A8V1A0P0_CHICK,sp|Q13247|SRSF6_HUMAN,94.681,188,9,1,1,188,1,187,1.01e-114,335
tr|A0A8V1A0P2|A0A8V1A0P2_CHICK,sp|Q86VY9|T200A_HUMAN,35.484,62,31,2,52,104,327,388,5.4,26.2
tr|A0A8V1A0P7|A0A8V1A0P7_CHICK,sp|O60237|MYPT2_HUMAN,72.441,127,34,1,38,164,834,959,2.78e-44,156
tr|A0A8V1A0P8|A0A8V1A0P8_CHICK,sp|Q9NXP7|GIN1_HUMAN,30.827,266,180,2,134,399,30,291,1e-40,153
tr|A0A8V1A0Q6|A0A8V1A0Q6_CHICK,sp|Q9GZS3|WDR61_HUMAN,93.141,277,19,0,1,277,1,277,0,506
tr|A0A8V1A0R0|A0A8V1A0R0_CHICK,sp|P56192|SYMC_HUMAN,51.613,93,44,1,1,92,1,93,4.14e-17,75.1
tr|A0A8V1A0R1|A0A8V1A0R1_CHICK,sp|Q60I27|AL2CL_HUMAN,54.784,951,411,9,8,948,1,942,0,1048
tr|A0A8V1A0R5|A0A8V1A0R5_CHICK,sp|P33241|LSP1_HUMAN,51.183,338,148,7,18,355,16,336,4.43e-87,266
tr|A0A8V1A0R7|A0A8V1A0R7_CHICK,sp|A7KAX9|RHG32_HUMAN,62.583,2106,660,38,2,2038,41,2087,0,2400
tr|A0A8V1A0S3|A0A8V1A0S3_CHICK,sp|P33241|LSP1_HUMAN,51.488,336,146,7,107,442,16,334,4.96e-85,263
tr|A0A8V1A0S7|A0A8V1A0S7_CHICK,sp|O94973|AP2A2_HUMAN,99.375,320,2,0,1,320,1,320,0,660
tr|A0A8V1A0S7|A0A8V1A0S7_CHICK,sp|O94973|AP2A2_HUMAN,89.524,315,32,1,323,636,625,939,0,592
tr|A0A8V1A0S8|A0A8V1A0S8_CHICK,sp|A8MZF0|PRR33_HUMAN,31.677,161,76,6,326,472,191,331,3.88e-13,70.1
tr|A0A8V1A0T0|A0A8V1A0T0_CHICK,sp|Q8NBI5|S43A3_HUMAN,56.198,484,198,5,4,478,3,481,0,532
tr|A0A8V1A0T1|A0A8V1A0T1_CHICK,sp|O60296|TRAK2_HUMAN,73.836,902,223,8,1,895,19,914,0,1217
tr|A0A8V1A0T2|A0A8V1A0T2_CHICK,sp|P51452|DUS3_HUMAN,51.111,45,22,0,124,168,111,155,4.32e-09,53.9
tr|A0A8V1A0U3|A0A8V1A0U3_CHICK,sp|P41587|VIPR2_HUMAN,74.408,422,106,2,6,426,18,438,0,632
tr|A0A8V1A0U6|A0A8V1A0U6_CHICK,sp|Q96MS0|ROBO3_HUMAN,47.908,1386,554,21,1,1260,1,1344,0,1075
tr|A0A8V1A0U8|A0A8V1A0U8_CHICK,sp|P25054|APC_HUMAN,50,18,9,0,12,29,410,427,4.6,28.5
tr|A0A8V1A0V1|A0A8V1A0V1_CHICK,sp|Q9HCK4|ROBO2_HUMAN,57.353,816,300,5,49,818,20,833,0,946
tr|A0A8V1A0V1|A0A8V1A0V1_CHICK,sp|Q9HCK4|ROBO2_HUMAN,28.873,142,56,5,1040,1177,1244,1344,1.5,32.7
tr|A0A8V1A0V2|A0A8V1A0V2_CHICK,sp|Q8NB46|ANR52_HUMAN,88.951,1077,114,3,71,1144,2,1076,0,1972
tr|A0A8V1A0V4|A0A8V1A0V4_CHICK,sp|Q9NP72|RAB18_HUMAN,62.5,192,65,1,7,198,8,192,5.08e-84,247
tr|A0A8V1A0V5|A0A8V1A0V5_CHICK,sp|Q96B21|TM45B_HUMAN,57.801,282,111,4,8,288,1,275,4e-118,340
tr|A0A8V1A0V6|A0A8V1A0V6_CHICK,sp|O00192|ARVC_HUMAN,68.087,962,266,12,1,956,1,927,0,1255
tr|A0A8V1A0V7|A0A8V1A0V7_CHICK,sp|Q9UKW6|ELF5_HUMAN,73.828,256,43,2,1,233,11,265,2.23e-136,383
tr|A0A8V1A0W1|A0A8V1A0W1_CHICK,sp|Q13352|CENPR_HUMAN,40.816,147,84,2,17,161,18,163,6.04e-28,102
