Proteome_ID	Tax_ID	Species_Name
UP000297497	2552981	Candidatus Marinimicrobia bacterium MT.SAG.4
UP000297774	2552982	Candidatus Marinimicrobia bacterium MT.SAG.3
UP000297787	2552984	Candidatus Atribacteria bacterium MT.SAG.1
UP000297619	2555643	Psychromonas sp. RZ22
UP000773614	2555902	Propylenella binzhouense
UP000308346	2555910	Klebsiella phage ST11-VIM1phi8.1
UP000295332	2555913	Klebsiella phage ST15-VIM1phi2.1
UP000325602	2555916	Klebsiella phage ST512-KPC3phi13.5
UP000295532	2555918	Klebsiella phage ST974-OXA48phi18.2
UP000304901	2557550	Agrobacterium phage Milano
UP000309130	2557553	(new) Serratia phage MTx
UP000308935	2557581	Nodularia phage vB_NspS-kac65v162
UP000501027	2557875	Tai Forest hepadnavirus
UP000294533	2557994	Sphingobacterium sp. CZ-2
UP000298121	2558278	Barnesiella sp. WM24
UP000315037	2558360	Oecophyllibacter saccharovorans
UP000318709	2558361	Formicincola oecophyllae
UP000296636	2558530	Streptococcus satellite phage Javan120
UP000296562	2558542	Streptococcus satellite phage Javan148
UP000296940	2558549	Streptococcus satellite phage Javan160
UP000296226	2558551	Streptococcus satellite phage Javan165
UP000296852	2558552	Streptococcus satellite phage Javan167
UP000296473	2558554	Streptococcus satellite phage Javan171
UP000296888	2558557	Streptococcus satellite phage Javan19
UP000296816	2558558	Streptococcus satellite phage Javan193
UP000296428	2558559	Streptococcus satellite phage Javan194
UP000296748	2558561	Streptococcus satellite phage Javan198
UP000296686	2558563	Streptococcus satellite phage Javan200
UP000296784	2558565	Streptococcus satellite phage Javan203
UP000296467	2558566	Streptococcus satellite phage Javan204
UP000296899	2558567	Streptococcus satellite phage Javan205
UP000296545	2558571	Streptococcus satellite phage Javan211
UP000296846	2558573	Streptococcus satellite phage Javan216
UP000296656	2558580	Streptococcus satellite phage Javan225
UP000296615	2558587	Streptococcus satellite phage Javan24
UP000296432	2558588	Streptococcus satellite phage Javan243
UP000296878	2558589	Streptococcus satellite phage Javan245
UP000296646	2558592	Streptococcus satellite phage Javan251
UP000296191	2558593	Streptococcus satellite phage Javan256
UP000296440	2558594	Streptococcus satellite phage Javan257
UP000296614	2558595	Streptococcus satellite phage Javan259
UP000296324	2558596	Streptococcus satellite phage Javan260
UP000296741	2558599	Streptococcus satellite phage Javan27
UP000296777	2558601	Streptococcus satellite phage Javan277
UP000296273	2558603	(new) Streptococcus satellite phage Javan280
UP000296347	2558604	(new) Streptococcus satellite phage Javan281
UP000296835	2558608	Streptococcus satellite phage Javan286
UP000296909	2558609	Streptococcus satellite phage Javan287
UP000296655	2558610	Streptococcus satellite phage Javan289
UP000296248	2558612	Streptococcus satellite phage Javan293
UP000296744	2558614	Streptococcus satellite phage Javan295
UP000296728	2558618	Streptococcus satellite phage Javan299
UP000296738	2558623	(new) Streptococcus satellite phage Javan303
UP000296500	2558624	Streptococcus satellite phage Javan304
UP000296963	2558628	Streptococcus satellite phage Javan312
UP000296188	2558633	Streptococcus satellite phage Javan319
UP000296933	2558634	Streptococcus satellite phage Javan321
UP000296539	2558635	Streptococcus satellite phage Javan322
UP000296297	2558636	Streptococcus satellite phage Javan323
UP000296795	2558637	Streptococcus satellite phage Javan324
UP000296363	2558639	Streptococcus satellite phage Javan327
UP000296258	2558640	Streptococcus satellite phage Javan328
UP000296671	2558641	Streptococcus satellite phage Javan329
UP000296193	2558642	Streptococcus satellite phage Javan332
UP000296253	2558647	Streptococcus satellite phage Javan338
UP000296372	2558649	Streptococcus satellite phage Javan341
UP000296898	2558655	Streptococcus satellite phage Javan354
UP000296804	2558656	Streptococcus satellite phage Javan356
UP000296929	2558658	Streptococcus satellite phage Javan358
UP000296269	2558659	Streptococcus satellite phage Javan359
UP000296499	2558661	Streptococcus satellite phage Javan361
UP000296608	2558662	Streptococcus satellite phage Javan364
UP000296939	2558664	Streptococcus satellite phage Javan368
UP000296719	2558665	Streptococcus satellite phage Javan373
UP000296401	2558672	Streptococcus satellite phage Javan388
UP000296580	2558674	Streptococcus satellite phage Javan391
UP000296751	2558684	Streptococcus satellite phage Javan408
UP000296600	2558690	Streptococcus satellite phage Javan415
UP000296435	2558693	Streptococcus satellite phage Javan418
UP000296631	2558695	Streptococcus satellite phage Javan421
UP000296813	2558696	Streptococcus satellite phage Javan428
UP000296533	2558701	Streptococcus satellite phage Javan432
UP000296419	2558703	Streptococcus satellite phage Javan435
UP000296595	2558704	Streptococcus satellite phage Javan437
UP000296758	2558708	Streptococcus satellite phage Javan449
UP000296750	2558710	Streptococcus satellite phage Javan453
UP000296767	2558720	Streptococcus satellite phage Javan479
UP000296573	2558724	Streptococcus satellite phage Javan495
UP000296335	2558725	Streptococcus satellite phage Javan50
UP000296427	2558727	Streptococcus satellite phage Javan504
UP000296599	2558731	Streptococcus satellite phage Javan537
UP000296676	2558735	Streptococcus satellite phage Javan541
UP000296585	2558736	Streptococcus satellite phage Javan542
UP000296836	2558737	Streptococcus satellite phage Javan543
UP000296726	2558742	(new) Streptococcus satellite phage Javan550
UP000296786	2558745	Streptococcus satellite phage Javan556
UP000296803	2558747	Streptococcus satellite phage Javan559
UP000296270	2558749	Streptococcus satellite phage Javan560
UP000296633	2558757	Streptococcus satellite phage Javan581
UP000296654	2558760	Streptococcus satellite phage Javan588
UP000296378	2558764	Streptococcus satellite phage Javan594
UP000296776	2558769	Streptococcus satellite phage Javan600
UP000296895	2558772	Streptococcus satellite phage Javan603
UP000296528	2558774	(new) Streptococcus satellite phage Javan605
UP000296181	2558775	Streptococcus satellite phage Javan606
UP000296386	2558776	Streptococcus satellite phage Javan607
UP000296447	2558778	(new) Streptococcus satellite phage Javan609
UP000296364	2558780	(new) Streptococcus satellite phage Javan610
UP000296548	2558784	Streptococcus satellite phage Javan614
UP000296770	2558785	Streptococcus satellite phage Javan615
UP000296553	2558787	Streptococcus satellite phage Javan62
UP000296382	2558790	Streptococcus satellite phage Javan622
UP000296476	2558792	Streptococcus satellite phage Javan625
UP000296217	2558794	Streptococcus satellite phage Javan63
UP000296658	2558798	Streptococcus satellite phage Javan635
UP000296477	2558807	Streptococcus satellite phage Javan652
UP000296606	2558808	Streptococcus satellite phage Javan653
UP000296780	2558809	(new) Streptococcus satellite phage Javan66
UP000296450	2558811	Streptococcus satellite phage Javan70
UP000296715	2558814	Streptococcus satellite phage Javan720
UP000296215	2558816	Streptococcus satellite phage Javan722
UP000296879	2558819	Streptococcus satellite phage Javan725
UP000296710	2558820	Streptococcus satellite phage Javan726
UP000296714	2558821	Streptococcus satellite phage Javan727
UP000296474	2558822	(new) Streptococcus satellite phage Javan728
UP000296321	2558824	Streptococcus satellite phage Javan730
UP000296647	2558827	Streptococcus satellite phage Javan733
UP000296194	2558829	Streptococcus satellite phage Javan735
UP000296763	2558830	Streptococcus satellite phage Javan736
UP000296251	2558833	Streptococcus satellite phage Javan739
UP000296959	2558836	Streptococcus satellite phage Javan742
UP000296380	2558837	Streptococcus satellite phage Javan743
UP000296711	2558840	Streptococcus satellite phage Javan746
UP000296694	2558841	Streptococcus satellite phage Javan747
UP000296354	2558842	Streptococcus satellite phage Javan748
UP000296198	2558843	Streptococcus satellite phage Javan749
UP000296928	2558847	Streptococcus satellite phage Javan752
UP000296865	2558853	Streptococcus satellite phage Javan758
UP000296838	2558854	Streptococcus satellite phage Javan759
UP000296526	2558856	Streptococcus satellite phage Javan760
UP000296914	2558859	Streptococcus satellite phage Javan763
UP000296924	2558863	Streptococcus satellite phage Javan81
UP000296280	2558865	Streptococcus satellite phage Javan86
UP000296618	2558870	Streptococcus satellite phage Javan98
UP000502830	2559110	(new) La Gloria virus
UP000501815	2559114	Tres Almendras virus
UP000297691	2559236	Streptomyces sp. MZ04
UP000427898	2559280	Roseobacter phage CRP-1
UP000422759	2559281	Roseobacter phage CRP-2
UP000424671	2559283	Roseobacter phage CRP-4
UP000425344	2559284	Roseobacter phage CRP-5
UP000425243	2559285	Roseobacter phage CRP-6
UP000298197	2559608	Blastococcus sp. CT_GayMR19
UP000297607	2559610	Geodermatophilus sp. DF01_2
UP000677629	2560016	Xinjiang tick rhabdovirus
UP000114585	2560310	Avian metaavulavirus 11
UP000153735	2560313	Avian metaavulavirus 2
UP000144012	2560315	Avian metaavulavirus 5
UP000132079	2560316	(new) Avian metaavulavirus 6
UP000163232	2560317	(new) Avian metaavulavirus 7
UP000104910	2560319	Avian orthoavulavirus 1
UP000144039	2560326	(new) Avian orthoavulavirus 9
UP000202326	2560371	Canna yellow mottle associated virus
UP000297052	2560381	Chilli leaf curl Sri Lanka virus
UP000214710	2560515	Grapevine enamovirus 1
UP000297034	2560714	Rodent associated cyclovirus 1
UP000240599	2560801	Testudinid alphaherpesvirus 3
UP000297005	2560810	Tomato leaf curl Karnataka virus 2
UP000242541	2560851	Zostera marina amalgavirus 2
UP000321063	2560852	Collinsella sp. BA40
UP000317862	2561920	Streptomyces sp. IB201691-2A2
UP000297806	2561929	Oxalobacteraceae bacterium OM1
UP000297856	2562174	Klebsiella phage vB_KpnM_IME346
UP000296556	2562177	Pseudomonas phage PA1C
UP000297068	2562187	Streptomyces phage Kradal
UP000297166	2562188	Microbacterium phage Riyhil
UP000297070	2562192	Gordonia phage GodonK
UP000296999	2562193	(new) Microbacterium phage PrincePhergus
UP000297092	2562235	Escherichia phage Lidtsur
UP001152797	2562237	(new) Cladocopium goreaui
UP000310227	2562283	Sinimarinibacterium sp. CAU 1509
UP000515514	2562285	Constantimarinum furrinae
UP000298381	2562294	Soehngenia longivitae
UP000297117	2562344	Streptomyces phage Mischief19
UP000503152	2562463	Pseudomonas phage KP1
UP000424329	2562643	Escherichia phage Fraca
UP000297407	2562683	Flavobacterium humi
UP000600429	2562705	Akkermansiaceae bacterium
UP000319698	2562755	Metschnikowia sp. JCM 33374
UP000306236	2562762	Lampropedia aestuarii
UP000327308	2562811	Yersinia phage YeP3
UP000327247	2562813	Yersinia phage YeP5
UP000677855	2563012	Apple rootstock virus A
UP000310616	2563100	Streptomyces sp. A0642
UP000307332	2563102	Streptomyces sp. A1136
UP000308891	2563443	Crenobacter intestini
UP000323283	2563600	Candidatus Nitrosocosmicus sp. SS
UP000683185	2563838	Apis mellifera genomovirus 2
UP000683179	2563839	Apis mellifera virus-1
UP000301475	2564099	(new) Ruminococcus bovis
UP000309673	2564100	Cohnella pontilimi
UP000296988	2565500	Raoultella phage RP180
UP000318315	2565523	Vibrio phage Va_91-7-154_p41
UP000318544	2565524	Vibrio phage Va_PF430-3_p42
UP000301403	2565527	Microbacterium phage Sucha
UP000304575	2565528	Microbacterium phage Warren
UP000304551	2565662	(new) Rheinheimera phage vB_RspM_Barba20S
UP000301576	2565682	Rheinheimera phage vB_RspM_Barba31A
UP000377803	2565781	Candidatus Nanohalobium constans
UP000324738	2565783	Aureimonas fodinaquatilis
UP000300879	2565926	Paenibacillus algicola
UP000307956	2565932	Pseudothauera rhizosphaerae
UP000309133	2565933	Naasia lichenicola
UP000296469	2566013	Cellulomonas shaoxiangyii
UP000317332	2567861	Paucihalobacter ruber
UP000305739	2567896	Polyangium aurulentum
UP000325329	2567937	Pedobacter sp. BS3
UP000376575	2569534	Microcystis aeruginosa NIES-4325
UP000305674	2569538	Ferrimonas sediminicola
UP000306911	2569542	Desulfopila sp. IMCC35006
UP000308209	2569543	Desulforhopalus sp. IMCC35007
UP000502003	2569586	Canada goose coronavirus
UP000224880	2569975	Escherichia phage ST20
UP000298588	2570229	Phreatobacter aquaticus
UP000240819	2570300	Vibrio phage Ceto
UP000298310	2570911	Streptomyces phage ZL12
UP000319806	2570913	Roseburia phage Shimadzu
UP000301626	2571029	Brachybacterium sp. SGAir0954
UP000303242	2571030	Pontibacter sp. SGAir0037
UP000593728	2571073	Human gut-associated brisavirus VW
UP000593762	2571079	Human lung-associated vientovirus AL
UP000305778	2571141	Actinacidiphila oryziradicis
UP000305539	2571161	Trinickia sp. 7GSK02
UP000646848	2571211	Acetobacteraceae bacterium H6797
UP000318668	2571246	Gordonia phage Coeur
UP000298786	2571250	Gordonia phage Reyja
UP000318930	2571251	(new) Gordonia phage SCentae
UP000319240	2571253	Gordonia phage William
UP000310477	2571270	Pedobacter cryotolerans
UP000309488	2571273	Pedobacter polaris
UP000434209	2571747	Paraburkholderia acidiphila
UP000433577	2571748	Paraburkholderia acidisoli
UP000298615	2571750	Vagococcus zengguangii
UP000307999	2572245	Thalassotalea mangrovi
UP000298767	2572529	Microbacterium phage BubbaBear
UP000298586	2572531	Microbacterium phage DizzyRudy
UP000304912	2572577	Salinimonas iocasae
UP000308707	2572684	Luteimonas gilva
UP000315195	2572881	Herbaspirillum sp. SJZ107
UP000298727	2572921	Haloprofundus sp. MHR1
UP000306022	2575255	Lactococcus phage CHPC971
UP000315352	2575324	Aeromonas phage CF8
UP000317247	2575325	(new) Salmonella phage SE13
UP000324069	2575328	Salmonella phage SE4
UP000501872	2575339	(new) Flavobacterium phage FPSV-D19
UP000502500	2575340	(new) Flavobacterium phage FPSV-D2
UP000502771	2575352	Flavobacterium phage FPSV-S8
UP000317871	2575353	Arthrobacter phage Laila
UP000326949	2575610	Mycobacterium phage Antsirabe
UP000327020	2575611	Mycobacterium phage Keziacharles14
UP000326063	2575612	Mycobacterium phage Mercurio
UP000319340	2575700	Spiroplasma sp. WSS
UP000298752	2575923	Brevibacterium sp. CS2
UP000306196	2576071	Phragmitibacter flavus
UP000306985	2576308	Nakamurella flava
UP000564704	2576383	Roseovarius bejariae
UP000322317	2576452	Blackfly microvirus SF02
UP000375223	2576482	Escherichia phage vB_EcoS-26175V
UP000469440	2576756	Caproicibacter fermentans
UP000443529	2576759	Pantoea sp. Mhis
UP000441083	2576760	Pantoea sp. Nvir
UP000435266	2576762	Pantoea sp. Aalb
UP000317169	2576776	Haloflavibacter putidus
UP000300340	2576871	Shewanella phage X14
UP000315886	2576879	Bifidobacterium phage PMBT6
UP000217265	2576891	Nibricoccus aquaticus
UP000316194	2578086	Vibrio phage 5 TSL-2019
UP000302163	2579935	Jejubacter calystegiae
UP000305888	2579971	Paroceanicella profunda
UP000317107	2580353	Pseudomonas phage UMP151
UP000304864	2580412	Thiomicrorhabdus sediminis
UP000437171	2580517	Micromonospora sp. CP22
UP000678807	2582874	Tortoise genomovirus 13
UP000309647	2582905	Nocardioides sp. S-1144
UP000307430	2582917	Klebsiella indica
UP000683320	2582937	Capybara genomovirus 10
UP000678584	2582941	Capybara genomovirus 2
UP000682374	2582942	Capybara genomovirus 3
UP000682007	2582944	Capybara genomovirus 5
UP000681986	2582945	Capybara genomovirus 6
UP000681883	2582947	(new) Capybara genomovirus 8
UP000318861	2583039	Microbacterium phage TinyTimothy
UP000322652	2583098	Tortoise microvirus 1
UP000323076	2583100	Tortoise microvirus 100
UP000324998	2583101	Tortoise microvirus 101
UP000322829	2583113	(new) Tortoise microvirus 12
UP000324756	2583120	Tortoise microvirus 19
UP000322946	2583123	Tortoise microvirus 21
UP000325065	2583127	Tortoise microvirus 25
UP000324827	2583130	Tortoise microvirus 28
UP000324700	2583131	Tortoise microvirus 29
UP000325017	2583135	Tortoise microvirus 32
UP000323702	2583137	Tortoise microvirus 34
UP000323793	2583138	Tortoise microvirus 35
UP000324794	2583140	Tortoise microvirus 37
UP000322121	2583141	Tortoise microvirus 38
UP000324848	2583142	Tortoise microvirus 39
UP000324056	2583163	Tortoise microvirus 58
UP000324394	2583165	Tortoise microvirus 6
UP000324066	2583171	(new) Tortoise microvirus 65
UP000323716	2583173	Tortoise microvirus 67
UP000324979	2583177	Tortoise microvirus 70
UP000323778	2583178	Tortoise microvirus 71
UP000322919	2583181	(new) Tortoise microvirus 74
UP000323453	2583183	Tortoise microvirus 76
UP000324177	2583184	Tortoise microvirus 77
UP000322089	2583186	Tortoise microvirus 79
UP000322717	2583190	Tortoise microvirus 82
UP000324425	2583193	Tortoise microvirus 85
UP000323558	2583194	Tortoise microvirus 86
UP000323586	2583197	Tortoise microvirus 89
UP000322477	2583200	Tortoise microvirus 91
UP000322835	2583201	Tortoise microvirus 92
UP000324495	2583205	Tortoise microvirus 96
UP000464754	2583452	Amedibacterium intestinale
UP000319786	2583507	Enterococcus phage Entf1
UP000310017	2583587	Aggregatimonas sangjinii
UP000425013	2583808	Aggregicoccus sp. 17bor-14
UP000308713	2583814	Tamlana fucoidanivorans
UP000275048	2583849	Agromyces tardus
UP000309120	2583851	Elizabethkingia sp. JS20170427COW
UP000510789	2583989	Staphylococcus sp. 17KM0847
UP000410984	2584084	Methylobacterium symbioticum
UP000198359	2584094	Sphingorhabdus sp. SMR4y
UP000680232	2584382	Plant associated genomovirus 11
UP000678880	2584388	(new) Plant associated genomovirus 17
UP000676836	2584394	Plant associated genomovirus 22
UP000678452	2584396	Plant associated genomovirus 24
UP000683288	2584398	Plant associated genomovirus 4
UP000682807	2584401	Plant associated genomovirus 7
UP000677271	2584403	Plant associated genomovirus 9
UP000315517	2584486	(new) Klebsiella phage IME304
UP000309644	2584494	Gordonia phage Yakult
UP000324634	2584777	Capybara microvirus Cap1_SP_22
UP000323872	2584780	Capybara microvirus Cap1_SP_50
UP000322353	2584783	Capybara microvirus Cap1_SP_55
UP000324841	2584785	Capybara microvirus Cap1_SP_60
UP000322995	2584786	Capybara microvirus Cap1_SP_61
UP000323861	2584787	Capybara microvirus Cap1_SP_64
UP000324421	2584789	Capybara microvirus Cap1_SP_70
UP000323574	2584792	Capybara microvirus Cap1_SP_81
UP000322855	2584794	Capybara microvirus Cap1_SP_83
UP000324304	2584795	Capybara microvirus Cap1_SP_84
UP000324489	2584797	Capybara microvirus Cap1_SP_90
UP000323240	2584800	Capybara microvirus Cap1_SP_94
UP000323859	2584802	Capybara microvirus Cap1_SP_99
UP000322318	2584805	Capybara microvirus Cap1_SP_107
UP000323527	2584807	Capybara microvirus Cap1_SP_109
UP000324733	2584811	Capybara microvirus Cap1_SP_119
UP000503623	2584979	Cystoviridae sp.
UP000318946	2585118	Alistipes communis
UP000319374	2585119	Alistipes dispar
UP000466345	2585196	Streptomyces smaragdinus
UP000435531	2585197	Streptomyces sp. RB17
UP000438448	2585198	Nocardia macrotermitis
UP000305887	2585369	Rubellimicrobium rubrum
UP000322703	2585380	Capybara microvirus Cap1_SP_127
UP000324328	2585386	(new) Capybara microvirus Cap1_SP_140
UP000324405	2585387	Capybara microvirus Cap1_SP_141
UP000323085	2585388	Capybara microvirus Cap1_SP_142
UP000322033	2585390	Capybara microvirus Cap1_SP_145
UP000324717	2585392	Capybara microvirus Cap1_SP_148
UP000322140	2585393	Capybara microvirus Cap1_SP_151
UP000325185	2585395	Capybara microvirus Cap1_SP_159
UP000323034	2585397	Capybara microvirus Cap1_SP_161
UP000325190	2585398	Capybara microvirus Cap1_SP_162
UP000322290	2585402	(new) Capybara microvirus Cap1_SP_167
UP000322850	2585404	Capybara microvirus Cap1_SP_175
UP000323033	2585405	Capybara microvirus Cap1_SP_178
UP000324007	2585407	Capybara microvirus Cap1_SP_192
UP000324934	2585408	(new) Capybara microvirus Cap1_SP_200
UP000322429	2585412	Capybara microvirus Cap1_SP_217
UP000323870	2585413	(new) Capybara microvirus Cap1_SP_222
UP000323998	2585414	Capybara microvirus Cap1_SP_223
UP000323385	2585418	Capybara microvirus Cap1_SP_244
UP000324050	2585420	Capybara microvirus Cap1_SP_263
UP000322398	2585423	Capybara microvirus Cap3_SP_293
UP000322172	2585424	Capybara microvirus Cap3_SP_297
UP000324267	2585425	Capybara microvirus Cap3_SP_315
UP000323776	2585426	Capybara microvirus Cap3_SP_316
UP000323721	2585431	Capybara microvirus Cap3_SP_333
UP000323828	2585433	Capybara microvirus Cap3_SP_347
UP000323495	2585435	Capybara microvirus Cap3_SP_363
UP000323497	2585436	Capybara microvirus Cap3_SP_367
UP000325115	2585439	Capybara microvirus Cap3_SP_383
UP000322515	2585440	Capybara microvirus Cap3_SP_386
UP000324452	2585446	Capybara microvirus Cap3_SP_410
UP000324562	2585448	Capybara microvirus Cap3_SP_416
UP000323754	2585449	Capybara microvirus Cap3_SP_423
UP000325160	2585451	Capybara microvirus Cap3_SP_433
UP000325067	2585454	Capybara microvirus Cap3_SP_442
UP000324300	2585455	Capybara microvirus Cap3_SP_443
UP000322090	2585457	Capybara microvirus Cap3_SP_445
UP000323786	2585460	Capybara microvirus Cap3_SP_450
UP000325126	2585462	Capybara microvirus Cap3_SP_465
UP000323180	2585463	Capybara microvirus Cap3_SP_468
UP000322472	2585466	Capybara microvirus Cap3_SP_472
UP000323097	2585468	Capybara microvirus Cap3_SP_478
UP000322514	2585469	Capybara microvirus Cap3_SP_481
UP000324920	2585471	Capybara microvirus Cap3_SP_539
UP000323878	2585474	Capybara microvirus Cap3_SP_550
UP000324461	2585476	Capybara microvirus Cap3_SP_562
UP000324483	2585479	Capybara microvirus Cap3_SP_586
UP000324892	2585480	Capybara microvirus Cap3_SP_588
UP000324089	2585482	Capybara microvirus Cap3_SP_612
UP000323253	2585485	Capybara microvirus Cap3_SP_641
UP000321954	2585771	Antarcticibacterium arcticum
UP000558460	2585811	Horornis vulcanius
UP000558164	2585812	Leptocoma aspasia
UP000531559	2585813	Nothocercus julius
UP000522270	2585816	Pterocles burchelli
UP000587697	2585818	Rhadina sibilatrix
UP000572325	2585820	Sterrhoptilus dennistouni
UP000557426	2585822	Zapornia atra
UP000678293	2586201	Blackfly genomovirus 2
UP000677796	2586207	Blackfly genomovirus 8
UP000681583	2586645	Euonymus yellow mottle associated virus
UP000668897	2586742	Solirubrobacteraceae bacterium
UP000584526	2586980	Sphingomonas sp. BK345
UP000588925	2587077	Rhizobium sp. BK275
UP000319355	2587456	Microcystis phage Mic1
UP000315813	2587820	Bordetella phage vB_BbrP_BB8
UP000327242	2587833	SAR202 cluster bacterium AC-647-N09_OGT_505m
UP000327227	2587836	SAR202 cluster bacterium AD-804-J14_MRT_500m
UP000327263	2587837	SAR202 cluster bacterium AD-802-L14_MRT_200m
UP000327261	2587838	SAR202 cluster bacterium AD-802-K11_MRT_200m
UP000327232	2587839	SAR202 cluster bacterium AD-802-F09_MRT_200m
UP000327239	2587840	SAR202 cluster bacterium AD-802-E10_MRT_200m
UP000326479	2587848	Bacillus sp. THAF10
UP000326829	2587849	(new) Halomonas sp. THAF12
UP000325526	2587850	Roseovarius sp. THAF27
UP000326213	2587851	Erythrobacter sp. THAF29
UP000326835	2587856	Microbulbifer sp. THAF38
UP000327552	2587861	Labrenzia sp. THAF82
UP000326936	2587862	Vibrio aquimaris
UP000326483	2587863	Pseudomonas sp. THAF187a
UP000315286	2588091	Staphylococcus phage SAP40
UP000320842	2588092	Pantoea phage vB_PagM_AAM22
UP000319293	2588096	Pseudomonas virus PBPA162
UP000316301	2588127	Gordonia phage Arri
UP000317734	2588128	(new) Gordonia phage Barb
UP000316207	2588129	(new) Gordonia phage Melba
UP000320823	2588135	Gordonia phage PhrostedPhlake
UP000325639	2588299	Roseivivax sp. THAF197b
UP000317085	2588486	Microbacterium phage IAmGroot
UP000316421	2588498	Arthrobacter phage Kumotta
UP000320210	2588499	Corynebacterium phage Adelaide
UP000319188	2588500	Corynebacterium phage Bran
UP000320550	2588504	Corynebacterium phage Stiles
UP000318419	2588512	Mycobacterium phage LilSpotty
UP000317774	2588513	Mycobacterium phage ThetaBob
UP000323400	2588515	Aeromonas phage 2L372X
UP000324237	2588516	Aeromonas phage 4_4512
UP000323023	2588517	Aeromonas phage 4_4572
UP000325103	2588520	Aeromonas phage 4L372XY
UP000314011	2588711	Pelagovum pacificum
UP000321468	2589652	Escherichia phage Henu7
UP000318744	2589653	(new) Klebsiella phage KMI1
UP000323054	2589658	Escherichia phage Mangalitsa
UP000319957	2589663	(new) Bacillus phage Beyonphe
UP000318693	2589797	Georgenia yuyongxinii
UP000315901	2589817	Maribrevibacterium harenarium
UP000315540	2589995	Aquimarina algicola
UP000319529	2590400	Escherichia phage Lyz12581Vzw
UP000318801	2590451	Martelella alba
UP000320314	2590452	Pararhizobium mangrovi
UP000593910	2590551	Sulfurimonas marina
UP000326416	2590839	(new) Pseudomonas virus Pa222
UP000320638	2590876	Microbacterium phage LilyLou
UP000319811	2590895	Gordonia phage Mollymur
UP000317704	2590929	Gordonia phage JuJu
UP000319285	2590938	Microbacterium phage Sharkboy
UP000317295	2590945	Mycobacterium phage NothingSpecial
UP000317273	2590946	Streptomyces phage Celia
UP000451565	2590999	Glaciimonas soli
UP000316756	2591024	(new) Aeromonas phage LAh1
UP000320802	2591041	(new) Achromobacter phage vB_AxyP_19-32_Axy10
UP000319935	2591045	Achromobacter phage vB_AxyP_19-32_Axy21
UP000320263	2591049	Achromobacter phage vB_AxyS_19-32_Axy06
UP000323125	2591055	(new) Shigella phage CM1
UP000320155	2591074	Mycobacterium phage Benvolio
UP000323278	2591100	Escherichia phage Peacock
UP000324737	2591101	Escherichia phage Penshu1
UP000322031	2591102	Escherichia phage Pisces
UP000323559	2591104	(new) Xanthomonas phage Pagan
UP000320647	2591121	Gordonia phage Trax
UP000316467	2591126	Mycobacterium phage Big3
UP000320040	2591128	(new) Mycobacterium phage HokkenD
UP000318624	2591129	Mycobacterium phage Mahavrat
UP000315266	2591130	Mycobacterium phage WideWale
UP000320841	2591131	Rhodococcus phage Sleepyhead
UP000319882	2591132	Rhodococcus phage Whack
UP000326742	2591136	Salmonella phage vB_SenS_SB28
UP000316333	2591189	Gordonia phage Madeline
UP000317127	2591207	Gordonia phage Dmitri
UP000320284	2591209	Gordonia phage Sekhmet
UP000317598	2591211	Gordonia phage Verity
UP000318227	2591214	Microbacterium phage Celaena
UP000318208	2591218	Microbacterium phage PhillyPhilly
UP000317263	2591224	(new) Mycobacterium phage Stephig9
UP000662790	2591344	Staphylococcus phage PALS_2
UP000323963	2591378	Klebsiella phage vB_Kpn_Chronis
UP000324040	2591379	Bacillus phage vB_BspS_SplendidRed
UP000317352	2591398	Bacillus phage Karezi
UP000320799	2591403	Achromobacter phage Motura
UP000315658	2591407	Escherichia phage vB_EcoS_PHB17
UP000316423	2591408	Pseudomonas phage vB_PaS_IME307
UP000501646	2591424	(new) Brevibacterium phage AGM7
UP000317199	2591633	Lysobacter alkalisoli
UP000315375	2592070	Elioraea sp. Yellowstone
UP000461358	2592090	Lachnospiraceae bacterium MD329
UP000325619	2592161	Bacteriophage R18C
UP000322674	2592209	Salmonella phage SI22
UP000324676	2592210	Salmonella phage SI23
UP000323829	2592345	Olivibacter sp. LS-1
UP000679217	2592416	Panthera leo smacovirus 1
UP000323719	2592621	Novosphingobium sp. BW1
UP000324678	2592652	Agromyces intestinalis
UP000324536	2592655	Acetobacter vaccinii
UP000320513	2592811	Mycobacterium helveticum
UP000294588	2593015	Candidatus Syntrophosphaera thermopropionivorans
UP000317982	2593070	Cryptosporangium phraense
UP000325507	2593268	Erwinia phage pEp_SNUABM_08
UP000321764	2593301	Reinekea thalattae
UP000317709	2593337	Gordonia phage Squiddly
UP000315248	2593338	Microbacterium phage LeeroyJenkins
UP000320501	2593340	Microbacterium phage Nucci
UP000319580	2593342	Microbacterium phage WaterT
UP000319107	2593345	Mycobacterium phage Bunnies
UP000315520	2593350	(new) Mycobacterium phage Obutu
UP000317969	2593356	(new) Streptomyces phage Braelyn
UP000694560	2593467	Malurus cyaneus samueli
UP000317800	2593638	Bacillus phage vB_BmeM-Goe8
UP000593594	2593653	Kaustia mangrovi
UP000315235	2593654	Pseudomonas mangiferae
UP000327075	2593661	Bacillus phage vB_BthS-HD29phi
UP000516527	2593672	Arcobacter sp. FWKO B
UP000326546	2593973	Ornithinimicrobium pratense
UP000317496	2594003	Ferrovibrio terrae
UP000319209	2594004	Formosa sediminum
UP000321408	2594042	Candidatus Prometheoarchaeum syntrophicum
UP000318517	2594268	Paracoccus sp. M683
